Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Definition,0,file_id,serial_number,1,,time_created,1,,manufacturer,1,,product,1,,number,1,,unknown,1,,type,1,,
Data,0,file_id,serial_number,"3336813752",,time_created,"982422600",,manufacturer,"1",,garmin_product,"2158",,number,"106",,type,"32",,,,,
Definition,1,device_info,timestamp,1,,serial_number,1,,manufacturer,1,,product,1,,software_version,1,,,,,,,,
Data,1,device_info,timestamp,"982422600",s,serial_number,"3336813752",,manufacturer,"1",,garmin_product,"2158",,software_version,"9.8",,,,,,,,
Definition,2,software,version,1,,,,,,,,,,,,,,,,,,,,
Data,2,software,version,"3.0",,,,,,,,,,,,,,,,,,,,
Definition,3,monitoring_info,timestamp,1,,local_timestamp,1,,cycles_to_distance,2,,cycles_to_calories,2,,unknown,2,,resting_metabolic_rate,1,,activity_type,2,,unknown,1,,
Data,3,monitoring_info,timestamp,"982422600",s,local_timestamp,"982422600",s,cycles_to_distance,"1.7744|2.6616",m/cycle,cycles_to_calories,"0.0618|0.1948",kcal/cycle,unknown,"4657|4657",,resting_metabolic_rate,"2387",kcal / day,activity_type,"6|1",,,,,
Definition,4,monitoring,timestamp,1,,distance,1,,cycles,1,,active_time,1,,active_calories,1,,duration_min,1,,activity_type,1,,,,,
Data,4,monitoring,timestamp,"982422600",s,distance,"0.0",m,cycles,"0.0",cycles,active_time,"8280.0",s,active_calories,"427",kcal,duration_min,"910",min,activity_type,"0",,,,,
Data,4,monitoring,timestamp,"982422600",s,distance,"2878.04",m,steps,"3244",steps,active_time,"3977.0",s,active_calories,"256",kcal,duration_min,"910",min,activity_type,"6",,,,,
Data,4,monitoring,timestamp,"982422600",s,distance,"70.53",m,steps,"53",steps,active_time,"120.0",s,active_calories,"6",kcal,duration_min,"910",min,activity_type,"1",,,,,
Definition,5,monitoring,timestamp,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,5,monitoring,timestamp,"982422600",s,unknown,"0",,unknown,"0",,,,,,,,,,,,,,,,,
Definition,6,unknown,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"982422600",,unknown,"62",,unknown,"59",,,,,,,,,,,,,,,,,
Definition,7,monitoring,timestamp_16,1,,heart_rate,1,,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"38020",s,heart_rate,"93",bpm,,,,,,,,,,,,,,,,,,,
Definition,0,monitoring,cycles,1,,active_time,1,,active_calories,1,,timestamp_16,1,,current_activity_type_intensity,1,,,,,,,,,,,
Data,0,monitoring,cycles,"0.0",cycles,active_time,"8460.0",s,active_calories,"433",kcal,timestamp_16,"38140",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,
Data,7,monitoring,timestamp_16,"38200",s,heart_rate,"87",bpm,,,,,,,,,,,,,,,,,,,
Definition,1,monitoring,timestamp,1,,current_activity_type_intensity,1,,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"982422840",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"38260",s,heart_rate,"97",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,cycles,"0.0",cycles,active_time,"8520.0",s,active_calories,"435",kcal,timestamp_16,"38260",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,
Data,0,monitoring,cycles,"0.0",cycles,active_time,"8580.0",s,active_calories,"437",kcal,timestamp_16,"38320",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,
Data,7,monitoring,timestamp_16,"38380",s,heart_rate,"95",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,steps,"3264",steps,active_time,"4037.0",s,active_calories,"258",kcal,timestamp_16,"38380",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,
Data,7,monitoring,timestamp_16,"38440",s,heart_rate,"100",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"38500",s,heart_rate,"111",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"38560",s,heart_rate,"100",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,cycles,"0.0",cycles,active_time,"8760.0",s,active_calories,"448",kcal,timestamp_16,"38560",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,
Data,4,monitoring,timestamp,"982423200",s,distance,"0.0",m,cycles,"0.0",cycles,active_time,"8760.0",s,active_calories,"448",kcal,duration_min,"920",min,activity_type,"0",,,,,
Data,4,monitoring,timestamp,"982423200",s,distance,"2895.78",m,steps,"3264",steps,active_time,"4037.0",s,active_calories,"258",kcal,duration_min,"920",min,activity_type,"6",,,,,
Data,4,monitoring,timestamp,"982423200",s,distance,"70.53",m,steps,"53",steps,active_time,"120.0",s,active_calories,"6",kcal,duration_min,"920",min,activity_type,"1",,,,,
Data,5,monitoring,timestamp,"982423200",s,unknown,"0",,unknown,"0",,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"982423200",,unknown,"62",,unknown,"59",,,,,,,,,,,,,,,,,
