Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Definition,0,file_id,serial_number,1,,time_created,1,,manufacturer,1,,product,1,,number,1,,unknown,1,,type,1,,
Data,0,file_id,serial_number,"3336813752",,time_created,"982315860",,manufacturer,"1",,garmin_product,"2158",,number,"97",,type,"32",,,,,
Definition,1,device_info,timestamp,1,,serial_number,1,,manufacturer,1,,product,1,,software_version,1,,,,,,,,
Data,1,device_info,timestamp,"982315860",s,serial_number,"3336813752",,manufacturer,"1",,garmin_product,"2158",,software_version,"9.8",,,,,,,,
Definition,2,software,version,1,,,,,,,,,,,,,,,,,,,,
Data,2,software,version,"3.0",,,,,,,,,,,,,,,,,,,,
Definition,3,monitoring_info,timestamp,1,,local_timestamp,1,,cycles_to_distance,2,,cycles_to_calories,2,,unknown,2,,resting_metabolic_rate,1,,activity_type,2,,unknown,1,,
Data,3,monitoring_info,timestamp,"982315860",s,local_timestamp,"982315860",s,cycles_to_distance,"1.7744|2.6616",m/cycle,cycles_to_calories,"0.061|0.1926",kcal/cycle,unknown,"4669|4669",,resting_metabolic_rate,"2379",kcal / day,activity_type,"6|1",,,,,
Definition,4,monitoring,timestamp,1,,distance,1,,cycles,1,,active_time,1,,active_calories,1,,duration_min,1,,activity_type,1,,,,,
Data,4,monitoring,timestamp,"982315860",s,distance,"0.0",m,cycles,"0.0",cycles,active_time,"240.0",s,active_calories,"17",kcal,duration_min,"571",min,activity_type,"0",,,,,
Data,4,monitoring,timestamp,"982315860",s,distance,"361.96",m,steps,"408",steps,active_time,"825.0",s,active_calories,"25",kcal,duration_min,"571",min,activity_type,"6",,,,,
Definition,5,monitoring,timestamp,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,5,monitoring,timestamp,"982315860",s,unknown,"0",,unknown,"0",,,,,,,,,,,,,,,,,
Definition,6,unknown,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"982315860",,unknown,"62",,unknown,"57",,,,,,,,,,,,,,,,,
Definition,7,monitoring,timestamp_16,1,,heart_rate,1,,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"62352",s,heart_rate,"84",bpm,,,,,,,,,,,,,,,,,,,
Definition,0,monitoring,timestamp,1,,current_activity_type_intensity,1,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"982315920",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"62412",s,heart_rate,"69",bpm,,,,,,,,,,,,,,,,,,,
Definition,1,monitoring,cycles,1,,active_time,1,,active_calories,1,,timestamp_16,1,,current_activity_type_intensity,1,,,,,,,,,,,
Data,1,monitoring,steps,"447",steps,active_time,"885.0",s,active_calories,"25",kcal,timestamp_16,"62412",s,current_activity_type_intensity,"102",,activity_type,"6",,intensity,"3.0",,,,,
Data,7,monitoring,timestamp_16,"62472",s,heart_rate,"70",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"982316040",s,current_activity_type_intensity,"200",,activity_type,"8",,intensity,"6.0",,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"62532",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,steps,"47",steps,active_time,"60.0",s,active_calories,"0",kcal,timestamp_16,"62532",s,current_activity_type_intensity,"129",,activity_type,"1",,intensity,"4.0",,,,,
Data,7,monitoring,timestamp_16,"62712",s,heart_rate,"74",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"62772",s,heart_rate,"72",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"62832",s,heart_rate,"75",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"62892",s,heart_rate,"76",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"982316460",s,current_activity_type_intensity,"200",,activity_type,"8",,intensity,"6.0",,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"62952",s,heart_rate,"81",bpm,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,steps,"466",steps,active_time,"945.0",s,active_calories,"26",kcal,timestamp_16,"62952",s,current_activity_type_intensity,"38",,activity_type,"6",,intensity,"1.0",,,,,
Data,7,monitoring,timestamp_16,"63012",s,heart_rate,"89",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"982316580",s,current_activity_type_intensity,"200",,activity_type,"8",,intensity,"6.0",,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63072",s,heart_rate,"93",bpm,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,cycles,"0.0",cycles,active_time,"300.0",s,active_calories,"19",kcal,timestamp_16,"63072",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,
Data,7,monitoring,timestamp_16,"63132",s,heart_rate,"88",bpm,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,steps,"474",steps,active_time,"1005.0",s,active_calories,"28",kcal,timestamp_16,"63132",s,current_activity_type_intensity,"70",,activity_type,"6",,intensity,"2.0",,,,,
Data,7,monitoring,timestamp_16,"63192",s,heart_rate,"87",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63312",s,heart_rate,"84",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63372",s,heart_rate,"83",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63432",s,heart_rate,"88",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63552",s,heart_rate,"84",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63612",s,heart_rate,"82",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63672",s,heart_rate,"83",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63732",s,heart_rate,"85",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63792",s,heart_rate,"88",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp,"982317360",s,current_activity_type_intensity,"200",,activity_type,"8",,intensity,"6.0",,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63852",s,heart_rate,"96",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63912",s,heart_rate,"97",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"63972",s,heart_rate,"109",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"64032",s,heart_rate,"104",bpm,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,cycles,"0.0",cycles,active_time,"540.0",s,active_calories,"34",kcal,timestamp_16,"64032",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,
Data,7,monitoring,timestamp_16,"64092",s,heart_rate,"107",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"64152",s,heart_rate,"105",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"64212",s,heart_rate,"100",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"64272",s,heart_rate,"97",bpm,,,,,,,,,,,,,,,,,,,
Definition,2,unknown,unknown,17,,,,,,,,,,,,,,,,,,,,,,,
Data,2,unknown,unknown,"16|251|140|58|0|1|4|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"64392",s,heart_rate,"99",bpm,,,,,,,,,,,,,,,,,,,
