Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Definition,0,file_id,serial_number,1,,time_created,1,,manufacturer,1,,product,1,,number,1,,unknown,1,,type,1,,
Data,0,file_id,serial_number,"3336813752",,time_created,"982576620",,manufacturer,"1",,garmin_product,"2158",,number,"126",,type,"32",,,,,
Definition,1,device_info,timestamp,1,,serial_number,1,,manufacturer,1,,product,1,,software_version,1,,,,,,,,
Data,1,device_info,timestamp,"982576620",s,serial_number,"3336813752",,manufacturer,"1",,garmin_product,"2158",,software_version,"9.8",,,,,,,,
Definition,2,software,version,1,,,,,,,,,,,,,,,,,,,,
Data,2,software,version,"3.0",,,,,,,,,,,,,,,,,,,,
Definition,3,monitoring_info,timestamp,1,,local_timestamp,1,,cycles_to_distance,2,,cycles_to_calories,2,,unknown,2,,resting_metabolic_rate,1,,activity_type,2,,unknown,1,,
Data,3,monitoring_info,timestamp,"982576620",s,local_timestamp,"982576620",s,cycles_to_distance,"1.7744|2.6616",m/cycle,cycles_to_calories,"0.0618|0.1948",kcal/cycle,unknown,"4609|4609",,resting_metabolic_rate,"2387",kcal / day,activity_type,"6|1",,,,,
Definition,4,monitoring,timestamp,1,,distance,1,,cycles,1,,active_time,1,,active_calories,1,,duration_min,1,,activity_type,1,,,,,
Data,4,monitoring,timestamp,"982576620",s,distance,"0.0",m,cycles,"0.0",cycles,active_time,"4800.0",s,active_calories,"260",kcal,duration_min,"597",min,activity_type,"0",,,,,
Data,4,monitoring,timestamp,"982576620",s,distance,"585.55",m,steps,"660",steps,active_time,"1000.0",s,active_calories,"60",kcal,duration_min,"597",min,activity_type,"6",,,,,
Definition,5,monitoring,timestamp,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,5,monitoring,timestamp,"982576620",s,unknown,"0",,unknown,"4",,,,,,,,,,,,,,,,,
Definition,6,unknown,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"982576620",,unknown,"61",,unknown,"65",,,,,,,,,,,,,,,,,
Definition,7,monitoring,timestamp_16,1,,heart_rate,1,,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"60968",s,heart_rate,"100",bpm,,,,,,,,,,,,,,,,,,,
Definition,0,unknown,unknown,17,,,,,,,,,,,,,,,,,,,,,,,
Data,0,unknown,unknown,"40|238|144|58|0|1|1|0|5|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"61028",s,heart_rate,"99",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"61088",s,heart_rate,"96",bpm,,,,,,,,,,,,,,,,,,,
Definition,1,monitoring,cycles,1,,active_time,1,,active_calories,1,,timestamp_16,1,,current_activity_type_intensity,1,,,,,,,,,,,
Data,1,monitoring,cycles,"0.0",cycles,active_time,"4980.0",s,active_calories,"268",kcal,timestamp_16,"61088",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,
Data,7,monitoring,timestamp_16,"61148",s,heart_rate,"98",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"61208",s,heart_rate,"97",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"61268",s,heart_rate,"93",bpm,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,cycles,"0.0",cycles,active_time,"5160.0",s,active_calories,"274",kcal,timestamp_16,"61268",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,
Data,7,monitoring,timestamp_16,"61328",s,heart_rate,"89",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"61388",s,heart_rate,"86",bpm,,,,,,,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"61448",s,heart_rate,"88",bpm,,,,,,,,,,,,,,,,,,,
Definition,2,monitoring,timestamp,1,,current_activity_type_intensity,1,,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp,"982577160",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,
Data,7,monitoring,timestamp_16,"61508",s,heart_rate,"97",bpm,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,cycles,"0.0",cycles,active_time,"5220.0",s,active_calories,"277",kcal,timestamp_16,"61508",s,current_activity_type_intensity,"0",,activity_type,"0",,intensity,"0.0",,,,,
Data,7,monitoring,timestamp_16,"61568",s,heart_rate,"93",bpm,,,,,,,,,,,,,,,,,,,
Data,2,monitoring,timestamp,"982577280",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,
Data,4,monitoring,timestamp,"982577280",s,distance,"0.0",m,cycles,"0.0",cycles,active_time,"5220.0",s,active_calories,"277",kcal,duration_min,"608",min,activity_type,"0",,,,,
Data,4,monitoring,timestamp,"982577280",s,distance,"585.55",m,steps,"660",steps,active_time,"1000.0",s,active_calories,"60",kcal,duration_min,"608",min,activity_type,"6",,,,,
Data,5,monitoring,timestamp,"982577280",s,unknown,"0",,unknown,"4",,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"982577280",,unknown,"61",,unknown,"65",,,,,,,,,,,,,,,,,
